date_time,is_holiday,air_pollution_index,humidity,wind_speed,wind_direction,visibility_in_miles,dew_point,temperature,rain_p_h,snow_p_h,clouds_all,weather_type,weather_description,traffic_volume
2013-08-01 8:00:00,None,237,60,8,157,3,3,292.92,0.25,0,12,Rain,light rain,2452
2013-08-01 9:00:00,None,155,60,6,321,2,2,276.55,0,0,75,Clouds,broken clouds,2481
2013-08-01 9:00:00,None,226,60,4,100,7,7,275.75,0,0,90,Rain,moderate rain,2489
2013-08-01 10:00:00,None,246,60,7,239,4,4,294.1,7.51,0,90,Rain,heavy intensity rain,2499
2013-08-01 11:00:00,None,265,60,7,102,8,8,281.29,0,0,40,Clouds,scattered clouds,2521
2013-08-01 12:00:00,None,290,60,5,280,2,2,268.71,0,0,90,Fog,fog,2542
2013-08-01 13:00:00,None,175,60,2,236,3,3,293.46,0,0,1,Smoke,smoke,2561
2013-08-01 14:00:00,None,152,60,5,260,3,3,259.87,0,0,1,Clear,sky is clear,2572
2013-08-01 15:00:00,None,247,60,6,72,1,1,269.42,0,0,90,Clouds,overcast clouds,2585
2013-08-01 16:00:00,None,106,60,5,290,4,4,269.58,0,0,90,Haze,haze,2591
2013-08-01 17:00:00,None,201,60,4,310,6,6,269.58,0,0,90,Snow,heavy snow,2591
2013-08-01 18:00:00,None,297,60,3,160,7,7,277.08,0,0,90,Clouds,overcast clouds,2594
2013-08-01 19:00:00,None,52,60,4,284,9,9,260.12,0,0,5,Clear,sky is clear,2594
2013-08-01 21:00:00,None,278,60,1,50,6,6,266.39,0,0,1,Clear,sky is clear,2605
2013-08-01 23:00:00,None,218,60,6,320,7,7,292.64,0,0,1,Clear,sky is clear,2608
2013-08-02 0:00:00,None,34,60,5,335,3,3,251.21,0,0,1,Clear,sky is clear,2613
2013-08-02 1:00:00,None,97,60,5,150,3,3,264.67,0,0,1,Clear,sky is clear,2620
2013-08-02 2:00:00,None,129,60,2,190,9,9,292.24,0,0,75,Clouds,broken clouds,2627
2013-08-02 3:00:00,None,234,60,4,165,3,3,283.43,0,0,90,Rain,light rain,2644
2013-08-02 4:00:00,None,145,60,4,165,8,8,283.43,0,0,90,Drizzle,drizzle,2644
2013-08-02 5:00:00,None,260,60,3,350,3,3,291.53,0,0,1,Clear,sky is clear,2665
2013-08-02 6:00:00,None,220,60,3,170,1,1,291.84,6.1,0,90,Rain,heavy intensity rain,2679
2013-08-02 7:00:00,None,20,60,4,160,1,1,291.84,6.1,0,90,Thunderstorm,proximity thunderstorm,2679
2013-08-02 8:00:00,None,19,60,5,160,9,9,291.84,6.1,0,90,Mist,mist,2679
2013-08-02 9:00:00,None,74,60,4,280,1,1,265.35,0,0,90,Clouds,overcast clouds,2682
2013-08-02 10:00:00,None,89,60,3,140,9,9,260.52,0,0,1,Clear,sky is clear,2686
2013-08-02 11:00:00,None,101,60,4,337,8,8,289.96,0,0,75,Mist,mist,2686
2013-08-02 12:00:00,None,142,60,2,167,8,8,299.06,0,0,1,Clear,sky is clear,2703
2013-08-02 13:00:00,None,121,60,3,180,5,5,275.95,0,0,90,Drizzle,drizzle,2711
2013-08-02 14:00:00,None,204,60,2,217,6,6,274.27,0,0,90,Mist,mist,2712
2013-08-02 15:00:00,None,96,60,2,130,8,8,287.94,0,0,1,Clear,sky is clear,2719
2013-08-02 16:00:00,None,171,60,0,175,6,6,300.49,0,0,0,Clear,Sky is Clear,2727
2013-08-02 17:00:00,None,10,60,2,102,8,8,272.77,0,0,1,Clear,sky is clear,2728
2013-08-02 18:00:00,None,128,60,2,296,8,8,279.893,0,0,24,Clouds,few clouds,2737
2013-08-02 19:00:00,None,263,60,5,150,7,7,302.76,0,0,0,Clear,Sky is Clear,2787
2013-08-02 20:00:00,None,200,60,6,132,4,4,290.84,0.38,0,90,Mist,mist,2793
2013-08-02 21:00:00,None,299,60,6,132,6,6,290.84,0.38,0,90,Drizzle,heavy intensity drizzle,2793
2013-08-02 22:00:00,None,297,60,2,190,6,6,287.48,0,0,75,Clouds,broken clouds,2815
2013-08-02 23:00:00,None,125,60,1,244,7,7,265.48,0,0,75,Snow,light snow,2835
2013-08-03 0:00:00,None,208,60,10,314,7,7,262.58,0,0,5,Clear,sky is clear,2841
2013-08-03 1:00:00,None,244,60,3,335,3,3,294.96,0,0,1,Clear,sky is clear,2915
2013-08-03 2:00:00,None,239,60,2,103,3,3,279.47,0.74,0,90,Rain,light rain,2922
2013-08-03 3:00:00,None,235,60,2,102,5,5,273.31,0,0,20,Clouds,few clouds,2929
2013-08-03 4:00:00,None,205,60,1,237,2,2,269.49,0,0,1,Clear,sky is clear,3006
2013-08-03 5:00:00,None,287,60,4,300,6,6,283.15,0,0,1,Clear,sky is clear,3008
2013-08-03 7:00:00,None,166,60,3,130,2,2,260.14,0,0,1,Clear,sky is clear,3075
2013-08-03 8:00:00,None,182,60,10,90,2,2,293.87,0,0,12,Clouds,few clouds,3122
2013-08-03 10:00:00,None,30,60,3,160,8,8,286.975,0,0,8,Clear,sky is clear,3132
2013-08-03 11:00:00,None,197,60,10,310,7,7,260.92,0,0,1,Clear,sky is clear,3135
2013-08-03 12:00:00,None,294,60,4,320,7,7,274.91,0,0,40,Clouds,scattered clouds,3142
2013-08-03 13:00:00,None,298,60,3,337,6,6,294.62,0,0,1,Clear,sky is clear,3165
2013-08-03 14:00:00,None,176,60,2,0,6,6,278.33,0,0,90,Clouds,overcast clouds,3172
2013-08-03 15:00:00,None,199,60,5,290,7,7,265.12,0,0,1,Mist,mist,3190
2013-08-03 16:00:00,None,99,60,3,309,2,2,260.79,0,0,1,Clear,sky is clear,3193
2013-08-03 17:00:00,None,82,60,9,280,7,7,265.72,0,0,1,Clear,sky is clear,3195
2013-08-03 18:00:00,None,91,60,2,177,5,5,300.9,0,0,40,Haze,haze,3198
2013-08-03 19:00:00,None,20,60,4,134,5,5,301.1,0,0,0,Clear,Sky is Clear,3202
2013-08-03 20:00:00,None,258,60,3,350,4,4,275.05,0,0,90,Clouds,overcast clouds,3205
2013-08-03 21:00:00,None,169,60,3,250,3,3,301.4,0,0,20,Clouds,few clouds,3217
2013-08-03 22:00:00,None,116,60,2,160,4,4,276.66,0,0,90,Clouds,overcast clouds,3225
2013-08-03 23:00:00,None,100,60,4,240,2,2,276.47,0,0,75,Clouds,broken clouds,3230
2013-08-04 0:00:00,None,250,60,4,140,9,9,291.52,0,0,1,Clear,sky is clear,3253
2013-08-04 1:00:00,None,213,60,5,350,7,7,256.54,0,0,75,Clouds,broken clouds,3254
2013-08-04 2:00:00,None,158,60,2,161,4,4,300.28,0,0,40,Haze,haze,3267
2013-08-04 3:00:00,None,271,60,10,290,7,7,264.86,0,0,1,Clear,sky is clear,3271
2013-08-04 4:00:00,None,175,60,1,134,7,7,279.71,0.59,0,90,Rain,light rain,3283
2013-08-04 5:00:00,None,125,60,1,150,1,1,290.08,0,0,12,Thunderstorm,thunderstorm,3283
2013-08-04 6:00:00,None,17,60,6,280,5,5,274.04,0,0,90,Mist,mist,3288
2013-08-04 7:00:00,None,238,60,5,280,8,8,274.04,0,0,90,Haze,haze,3288
2013-08-04 8:00:00,None,79,60,1,189,9,9,281.42,0,0,40,Clouds,scattered clouds,3290
2013-08-04 9:00:00,None,200,60,6,159,8,8,291.58,0,0,1,Clear,sky is clear,3296
2013-08-04 10:00:00,None,171,60,3,280,5,5,291.08,0,0,1,Clear,sky is clear,3342
2013-08-04 11:00:00,None,186,60,3,150,4,4,267.15,0,0,90,Snow,light snow,3362
2013-08-04 12:00:00,None,49,60,7,309,8,8,286.82,0,0,1,Clear,sky is clear,3373
2013-08-04 13:00:00,None,38,60,4,350,7,7,252.4,0,0,1,Clear,sky is clear,3394
2013-08-04 14:00:00,None,18,60,4,190,5,5,277.685,0,0,24,Clouds,few clouds,3397
2013-08-04 15:00:00,None,286,60,3,320,3,3,278.51,0,0,90,Clouds,overcast clouds,3443
2013-08-04 16:00:00,None,297,60,1,307,3,3,297,0,0,0,Clear,Sky is Clear,3447
2013-08-04 17:00:00,None,81,60,3,126,8,8,296.37,0,0,20,Clouds,few clouds,3465
2013-08-04 18:00:00,None,192,60,3,332,9,9,291.45,0.25,0,75,Rain,light rain,3481
2013-08-04 19:00:00,None,19,60,6,313,8,8,282.75,0,0,1,Clear,sky is clear,3505
2013-08-04 20:00:00,None,186,60,5,210,6,6,291.58,0,0,1,Clear,sky is clear,3508
2013-08-04 21:00:00,None,96,60,5,50,2,2,280.2,0,0,1,Clear,sky is clear,3521
2013-08-04 22:00:00,None,93,60,2,150,6,6,279.24,0,0,1,Clear,sky is clear,3522
2013-08-04 23:00:00,None,95,60,4,33,9,9,285.34,0,0,1,Clear,sky is clear,3527
2013-08-05 1:00:00,None,216,60,4,181,2,2,292.45,0,0,40,Clouds,scattered clouds,3536
2013-08-05 2:00:00,None,296,60,3,9,1,1,297.85,0,0,40,Clouds,scattered clouds,3572
2013-08-05 3:00:00,None,118,60,5,310,4,4,275.41,0,0,40,Clouds,scattered clouds,3595
2013-08-05 4:00:00,None,41,60,6,353,1,1,260.39,0,0,1,Clear,sky is clear,3595
2013-08-05 5:00:00,None,22,60,2,200,7,7,256.75,0,0,64,Snow,light snow,3639
2013-08-05 6:00:00,None,222,60,3,270,2,2,265.55,0.25,0,90,Rain,light rain,3670
2013-08-05 7:00:00,None,127,60,6,320,1,1,274.62,0,0,90,Mist,mist,3681
2013-08-05 8:00:00,None,115,60,3,340,5,5,258.87,0,0,40,Clouds,scattered clouds,3701
2013-08-05 9:00:00,None,24,60,2,310,8,8,257.94,0,0,1,Clear,sky is clear,3711
2013-08-05 10:00:00,None,222,60,3,22,8,8,291,0,0,40,Clouds,scattered clouds,3771
2013-08-05 11:00:00,None,197,60,4,320,5,5,293.675,0,0,92,Clouds,overcast clouds,3827
2013-08-05 12:00:00,None,243,60,4,277,8,8,255.92,0,0,90,Snow,light snow,3835
2013-08-05 13:00:00,None,273,60,2,360,6,6,291.68,0,0,1,Clear,sky is clear,3836
2013-08-05 14:00:00,None,232,60,3,135,9,9,272.08,0,0,90,Haze,haze,3865
2013-08-05 15:00:00,None,222,60,5,360,8,8,286.53,0,0,40,Clouds,scattered clouds,3883
2013-08-05 16:00:00,None,154,60,5,280,6,6,279.287,0,0,56,Clouds,broken clouds,3889
2013-08-05 17:00:00,None,14,60,8,301,2,2,291.97,0,0,75,Clouds,broken clouds,3910
2013-08-05 18:00:00,None,150,60,8,320,1,1,268.4,0,0,90,Haze,haze,3924
2013-08-05 19:00:00,None,30,60,1,293,3,3,285.15,0,0,90,Clouds,overcast clouds,3953
2013-08-05 20:00:00,None,126,60,4,140,1,1,262.21,0,0,1,Clear,sky is clear,3959
2013-08-05 21:00:00,None,124,60,1,0,9,9,262.44,0,0,90,Clouds,overcast clouds,3959
2013-08-05 22:00:00,None,53,60,5,150,5,5,273.79,0,0,90,Mist,mist,3971
2013-08-05 23:00:00,None,213,60,4,28,1,1,286.6,0,0,1,Clear,sky is clear,3974
2013-08-06 0:00:00,None,135,60,4,170,3,3,293.65,0,0,40,Clouds,scattered clouds,3997
2013-08-06 1:00:00,None,129,60,7,310,3,3,290.55,0,0,75,Clouds,broken clouds,3998
2013-08-06 2:00:00,None,223,60,4,360,7,7,298.83,0,0,8,Clear,sky is clear,4001
2013-08-06 3:00:00,None,139,60,3,216,2,2,294.32,0,0,40,Clouds,scattered clouds,4046
2013-08-06 3:00:00,None,103,60,8,240,1,1,271.15,0,0,90,Clouds,overcast clouds,4051
2013-08-06 3:00:00,None,74,60,2,112,4,4,296.95,0,0,12,Clouds,few clouds,4075
2013-08-06 4:00:00,None,214,60,4,173,9,9,299.27,0,0,1,Clear,sky is clear,4079
2013-08-06 4:00:00,None,196,60,1,190,8,8,294.96,0,0,24,Rain,light rain,4081
2013-08-06 4:00:00,None,221,60,2,340,7,7,297.888,0,0,0,Clear,Sky is Clear,4114
2013-08-06 5:00:00,None,200,60,2,189,9,9,302.99,0,0,0,Clear,Sky is Clear,4127
2013-08-06 5:00:00,None,270,60,4,67,2,2,291.03,1.27,0,75,Rain,heavy intensity rain,4143
2013-08-06 6:00:00,None,99,60,11,300,3,3,276.793,0,0,64,Clouds,broken clouds,4146
2013-08-06 7:00:00,None,254,60,2,230,3,3,296.43,0,0,40,Clouds,scattered clouds,4154
2013-08-06 7:00:00,None,159,60,2,91,2,2,271.55,0,0,90,Mist,mist,4166
2013-08-06 8:00:00,None,149,60,2,160,1,1,248.83,0,0,1,Clear,sky is clear,4167
2013-08-06 8:00:00,None,128,60,3,260,5,5,298.03,0.25,0,40,Rain,light rain,4183
2013-08-06 9:00:00,None,256,60,6,320,9,9,286.27,0,0,75,Clouds,broken clouds,4198
2013-08-06 10:00:00,None,107,60,6,150,9,9,278.88,0,0,90,Drizzle,drizzle,4201
2013-08-06 11:00:00,None,179,60,3,139,4,4,282.08,0,0,40,Clouds,scattered clouds,4223
2013-08-06 12:00:00,None,76,60,4,290,2,2,270.7,0,0,20,Clouds,few clouds,4273
2013-08-06 13:00:00,None,65,60,3,64,2,2,290.93,0.76,0,90,Mist,mist,4274
2013-08-06 14:00:00,None,55,60,3,240,4,4,264.2,0,0,90,Snow,heavy snow,4280
2013-08-06 15:00:00,None,14,60,5,150,6,6,262.12,0,0,1,Clear,sky is clear,4295
2013-08-06 16:00:00,None,65,60,6,315,1,1,270.32,0,0,90,Snow,heavy snow,4304
2013-08-06 17:00:00,None,160,60,4,233,1,1,268.68,0,0,1,Clear,sky is clear,4310
2013-08-06 18:00:00,None,150,60,5,150,3,3,294.17,0,0,1,Clear,sky is clear,4310
2013-08-06 19:00:00,None,293,60,4,130,2,2,270.58,0,0,20,Clouds,few clouds,4322
2013-08-06 20:00:00,None,15,60,7,280,7,7,279.44,0,0,90,Clouds,overcast clouds,4329
2013-08-06 21:00:00,None,198,60,10,300,7,7,261.23,0,0,1,Clear,sky is clear,4353
2013-08-06 22:00:00,None,228,60,6,308,7,7,267.37,0,0,90,Clouds,overcast clouds,4355
2013-08-06 23:00:00,None,182,60,4,190,3,3,277.73,0,0,48,Clouds,scattered clouds,4359
2013-08-07 0:00:00,None,102,60,2,190,2,2,302.04,0,0,56,Clouds,broken clouds,4379
2013-08-07 1:00:00,None,21,60,5,321,3,3,272.08,0,0,90,Mist,mist,4412
2013-08-07 2:00:00,None,172,60,3,218,9,9,273.71,0,0,90,Snow,light snow,4428
2013-08-07 3:00:00,None,14,60,3,0,2,2,278.59,0,0,90,Clouds,overcast clouds,4435
2013-08-07 4:00:00,None,75,60,0,242,5,5,291.98,0,0,90,Clouds,overcast clouds,4438
2013-08-07 5:00:00,None,212,60,2,260,8,8,278.974,0,0,8,Clear,sky is clear,4439
2013-08-07 7:00:00,None,202,60,6,182,1,1,286.4,0,0,90,Rain,light rain,4442
2013-08-07 8:00:00,None,75,60,3,150,7,7,294.58,0,0,1,Clear,sky is clear,4459
2013-08-07 9:00:00,None,178,60,7,300,8,8,291.02,0,0,40,Clouds,scattered clouds,4470
2013-08-07 10:00:00,None,164,60,6,40,3,3,272.28,0,0,1,Clear,sky is clear,4473
2013-08-07 14:00:00,None,85,60,6,222,1,1,285.72,0,0,36,Clouds,scattered clouds,4476
2013-08-07 15:00:00,None,270,60,4,180,9,9,294.41,0,0,40,Clouds,scattered clouds,4490
2013-08-07 16:00:00,None,142,60,5,190,7,7,273.89,0.52,0,90,Rain,light rain,4491
2013-08-07 19:00:00,None,150,60,4,280,8,8,292.89,0,0,90,Rain,light rain,4497
2013-08-07 20:00:00,None,146,60,5,180,3,3,289.92,0,0,20,Mist,mist,4509
2013-08-07 20:00:00,None,185,60,1,200,2,2,296.63,0,0,8,Clear,sky is clear,4509
2013-08-07 20:00:00,None,297,60,3,180,2,2,297.888,0,0,0,Clear,Sky is Clear,4528
2013-08-07 21:00:00,None,45,60,4,50,3,3,277.95,0,0,75,Clouds,broken clouds,4532
2013-08-07 21:00:00,None,152,60,3,96,7,7,295.8,0,0,1,Clear,sky is clear,4540
2013-08-07 21:00:00,None,146,60,2,170,8,8,288.55,0,0,1,Clear,sky is clear,4549
2013-08-08 1:00:00,None,25,60,2,180,8,8,277.47,0,0,75,Clouds,broken clouds,4565
2013-08-08 2:00:00,None,259,60,3,126,7,7,296.5,0,0,75,Clouds,broken clouds,4603
2013-08-08 3:00:00,None,15,60,4,110,2,2,279.69,0,0,90,Clouds,overcast clouds,4607
2013-08-08 4:00:00,None,81,60,3,297,3,3,283.9,0,0,90,Drizzle,light intensity drizzle,4608
2013-08-08 5:00:00,None,170,60,4,171,1,1,285.676,0,0,0,Clear,Sky is Clear,4612
2013-08-08 6:00:00,None,233,60,6,150,8,8,274.06,0,0,90,Haze,haze,4618
2013-08-08 7:00:00,None,45,60,4,150,7,7,274.06,0,0,90,Mist,mist,4618
2013-08-08 8:00:00,None,43,60,7,325,6,6,274.93,0,0,75,Clouds,broken clouds,4621
2013-08-08 9:00:00,None,22,60,8,280,8,8,282.46,0,0,0,Clear,Sky is Clear,4634
2013-08-08 10:00:00,None,211,60,2,220,8,8,285.58,0,0,90,Rain,heavy intensity rain,4634
2013-08-08 11:00:00,None,66,60,5,353,5,5,286.937,0,0,64,Clouds,broken clouds,4638
2013-08-08 12:00:00,None,16,60,4,166,2,2,290.85,0,0,40,Clouds,scattered clouds,4643
2013-08-08 13:00:00,None,120,60,3,354,2,2,293.78,0,0,40,Clouds,scattered clouds,4644
2013-08-08 14:00:00,None,125,60,2,170,5,5,285.75,0,0,1,Haze,haze,4661
2013-08-08 15:00:00,None,268,60,3,354,1,1,293.58,0,0,90,Clouds,overcast clouds,4680
2013-08-08 16:00:00,None,164,60,6,307,3,3,270.86,0,0,90,Clouds,overcast clouds,4706
2013-08-08 17:00:00,None,215,60,5,213,2,2,271.07,0,0,90,Clouds,overcast clouds,4716
2013-08-08 18:00:00,None,103,60,3,330,5,5,292.94,0,0,40,Clouds,scattered clouds,4716
2013-08-08 19:00:00,None,201,60,10,290,4,4,275.09,0,0,90,Fog,fog,4718
2013-08-08 20:00:00,None,299,60,2,270,3,3,296.18,0.51,0,90,Rain,light rain,4736
2013-08-08 21:00:00,None,288,60,6,52,3,3,273.74,0,0,90,Mist,mist,4738
2013-08-08 22:00:00,None,57,60,7,60,9,9,273.23,0,0,75,Clouds,broken clouds,4742
2013-08-09 1:00:00,None,64,60,6,50,5,5,280.38,0,0,40,Clouds,scattered clouds,4755
2013-08-09 2:00:00,None,26,60,3,210,7,7,263.01,0,0,90,Clouds,overcast clouds,4757
2013-08-09 3:00:00,None,71,60,6,176,3,3,297.34,0,0,1,Clear,sky is clear,4759
2013-08-09 4:00:00,None,134,60,9,70,2,2,273.55,0,0,90,Clouds,overcast clouds,4771
2013-08-09 5:00:00,None,246,60,5,180,8,8,290.97,0,0,20,Mist,mist,4774
2013-08-09 6:00:00,None,70,60,4,170,6,6,272.11,0.44,0,20,Rain,light rain,4774
2013-08-09 7:00:00,None,53,60,8,290,2,2,289.15,0,0,75,Clouds,broken clouds,4782
2013-08-09 9:00:00,None,137,60,3,320,3,3,274.94,0,0,90,Rain,moderate rain,4783
2013-08-09 10:00:00,None,268,60,6,290,7,7,274.38,0,0,90,Mist,mist,4788
2013-08-09 11:00:00,None,210,60,2,150,9,9,290.51,0,0,76,Mist,mist,4788
2013-08-09 12:00:00,None,121,60,4,50,2,2,278.88,0,0,40,Clouds,scattered clouds,4798
2013-08-09 13:00:00,None,152,60,5,225,6,6,267.75,0,0,5,Clear,sky is clear,4804
2013-08-09 14:00:00,None,216,60,6,312,3,3,274.45,0,0,75,Clouds,broken clouds,4805
2013-08-09 15:00:00,None,149,60,7,280,1,1,274.72,0,0,90,Mist,mist,4819
2013-08-09 16:00:00,None,236,60,3,360,9,9,298,0,0,1,Clear,sky is clear,4819
2013-08-09 17:00:00,None,145,60,1,143,4,4,284.84,0,0,90,Haze,haze,4820
2013-08-09 18:00:00,None,299,60,3,225,1,1,301.44,0,0,0,Clear,Sky is Clear,4843
2013-08-09 19:00:00,None,209,60,6,207,8,8,268.82,0,0,90,Clouds,overcast clouds,4845
2013-08-09 20:00:00,None,287,60,4,118,5,5,290.15,0,0,40,Clouds,scattered clouds,4859
2013-08-09 21:00:00,None,149,60,2,20,6,6,293.88,0,0,75,Thunderstorm,proximity thunderstorm,4875
2013-08-09 22:00:00,None,159,60,3,215,8,8,273.92,0,0,90,Snow,light snow,4879
2013-08-09 23:00:00,None,100,60,5,140,3,3,272.95,0,0,1,Clear,sky is clear,4902
2013-08-10 0:00:00,None,195,60,6,230,6,6,260.29,0,0,90,Clouds,overcast clouds,4903
2013-08-10 1:00:00,None,91,60,3,283,4,4,297.02,0,0,1,Clear,sky is clear,4927
2013-08-10 3:00:00,None,28,60,4,171,5,5,295.94,0,0,1,Clear,sky is clear,4939
2013-08-10 4:00:00,None,142,60,4,190,1,1,277.73,0,0,48,Clouds,scattered clouds,4944
2013-08-10 5:00:00,None,281,60,5,340,5,5,277.69,0,0,90,Clouds,overcast clouds,4947
2013-08-10 7:00:00,None,178,60,0,272,1,1,292.21,0,0,0,Clear,Sky is Clear,4956
2013-08-10 8:00:00,None,28,60,8,270,4,4,274.9,0,0,90,Mist,mist,4956
2013-08-10 9:00:00,None,262,60,4,210,5,5,261.44,0,0,90,Clouds,overcast clouds,4973
2013-08-10 10:00:00,None,202,60,4,230,1,1,252.13,0,0,99,Clouds,overcast clouds,4996
2013-08-10 11:00:00,None,287,60,3,138,5,5,293.35,0,0,75,Clouds,broken clouds,4998
2013-08-10 12:00:00,None,154,60,5,297,9,9,303.63,0,0,56,Clouds,broken clouds,5016
2013-08-10 13:00:00,None,44,60,5,174,5,5,300.05,0,0,1,Clear,sky is clear,5016
2013-08-10 14:00:00,None,176,60,2,20,1,1,291.75,0,0,5,Clear,sky is clear,5018
2013-08-10 15:00:00,None,253,60,1,48,4,4,281.9,0,0,90,Haze,haze,5033
2013-08-10 16:00:00,None,82,60,1,48,3,3,281.9,0,0,90,Mist,mist,5033
2013-08-10 17:00:00,None,142,60,3,180,3,3,270.72,0,0,90,Mist,mist,5034
2013-08-10 18:00:00,None,82,60,4,30,3,3,291.51,0,0,90,Rain,light rain,5050
2013-08-10 19:00:00,None,124,60,3,180,1,1,282.55,0,0,40,Clouds,scattered clouds,5054
2013-08-10 20:00:00,None,276,60,2,150,8,8,279.24,0,0,1,Clear,sky is clear,5074
2013-08-10 21:00:00,None,119,60,3,331,5,5,289.22,0,0,44,Clouds,scattered clouds,5077
2013-08-10 22:00:00,None,177,60,6,300,7,7,274.56,0,0,90,Mist,mist,5085
2013-08-10 23:00:00,None,225,60,8,330,6,6,296.61,0,0,75,Clouds,broken clouds,5087
2013-08-11 0:00:00,None,106,60,4,210,8,8,260.15,0,0,5,Clear,sky is clear,5092
2013-08-11 1:00:00,None,89,60,3,46,6,6,297.39,0,0,0,Clear,Sky is Clear,5098
2013-08-11 2:00:00,None,226,60,2,270,6,6,273.26,0,0,1,Clear,sky is clear,5101
2013-08-11 3:00:00,None,195,60,5,44,6,6,277.99,1.69,0,90,Drizzle,light intensity drizzle,5101
2013-08-11 4:00:00,None,73,60,5,60,4,4,275.8,0,0,90,Clouds,overcast clouds,5138
2013-08-11 5:00:00,None,76,60,1,48,3,3,282.15,0,0,90,Haze,haze,5138
2013-08-11 6:00:00,None,105,60,4,170,9,9,292.56,8.4,0,92,Rain,heavy intensity rain,5144
2013-08-11 8:00:00,None,43,60,3,170,5,5,273.27,0.58,0,20,Rain,light rain,5146
2013-08-11 9:00:00,None,243,60,5,151,9,9,299.2,0,0,0,Clear,Sky is Clear,5154
2013-08-11 10:00:00,None,172,60,7,28,4,4,269.7,0,0,40,Clouds,scattered clouds,5154
2013-08-11 11:00:00,None,166,60,5,167,5,5,299.97,0,0,1,Clear,sky is clear,5161
2013-08-11 12:00:00,None,290,60,2,170,8,8,302.44,0,0,0,Rain,light rain,5163
2013-08-11 13:00:00,None,37,60,5,321,6,6,257.02,0,0,1,Clear,sky is clear,5174
2013-08-11 14:00:00,None,78,60,1,254,7,7,298.09,0,0,36,Clouds,scattered clouds,5192
2013-08-11 15:00:00,None,239,60,2,140,5,5,276.15,0,0,90,Rain,moderate rain,5193
2013-08-11 16:00:00,None,146,60,4,269,6,6,290.11,0,0,0,Clear,Sky is Clear,5213
2013-08-11 17:00:00,None,121,60,5,340,3,3,273.36,0,0,90,Snow,heavy snow,5222
2013-08-11 18:00:00,None,34,60,1,277,5,5,272.88,0,0,75,Clouds,broken clouds,5223
2013-08-11 19:00:00,None,103,60,4,300,7,7,274.56,0,0,90,Clouds,overcast clouds,5231
2013-08-11 20:00:00,None,75,60,3,278,8,8,302.98,0,0,20,Clouds,few clouds,5241
2013-08-11 21:00:00,None,26,60,0,239,6,6,296.84,0,0,40,Clouds,scattered clouds,5263
2013-08-11 22:00:00,None,118,60,0,284,4,4,277.81,0,0,40,Clouds,scattered clouds,5268
2013-08-11 23:00:00,None,287,60,4,310,4,4,291.94,4.74,0,75,Mist,mist,5272
2013-08-12 0:00:00,None,19,60,4,176,6,6,289.76,0,0,1,Clear,sky is clear,5295
2013-08-12 1:00:00,None,150,60,4,84,3,3,294.42,0,0,90,Drizzle,light intensity drizzle,5295
2013-08-12 2:00:00,None,37,60,1,170,7,7,294.16,0,0,20,Clouds,few clouds,5297
2013-08-12 3:00:00,None,109,60,3,10,7,7,280.28,0,0,90,Clouds,overcast clouds,5298
2013-08-12 4:00:00,None,196,60,9,310,3,3,294.22,0,0,1,Clear,sky is clear,5311
2013-08-12 5:00:00,None,276,60,7,290,8,8,264.61,0,0,1,Clear,sky is clear,5327
2013-08-12 6:00:00,None,217,60,5,297,4,4,304.01,0,0,56,Clouds,broken clouds,5338
2013-08-12 7:00:00,None,270,60,4,84,6,6,280.66,0.25,0,90,Rain,light rain,5368
2013-08-12 8:00:00,None,78,60,5,320,8,8,276.55,0,0,90,Drizzle,light intensity drizzle,5380
2013-08-12 9:00:00,None,47,60,1,254,9,9,260.29,0,0,1,Clear,sky is clear,5382
2013-08-12 10:00:00,None,75,60,5,327,4,4,262.88,0,0,90,Snow,light snow,5383
2013-08-12 11:00:00,None,244,60,5,330,6,6,279.28,0,0,90,Clouds,overcast clouds,5394
2013-08-12 12:00:00,None,73,60,3,250,3,3,270.12,0,0,90,Clouds,overcast clouds,5403
2013-08-12 13:00:00,None,244,60,5,220,1,1,262.44,0,0,90,Clouds,overcast clouds,5405
2013-08-12 14:00:00,None,162,60,6,30,9,9,268.47,0,0,75,Clouds,broken clouds,5410
2013-08-12 15:00:00,None,189,60,7,170,5,5,267.64,0,0,1,Clear,sky is clear,5418
2013-08-12 16:00:00,None,175,60,2,300,7,7,289.5,0,0,1,Clear,sky is clear,5423
2013-08-12 17:00:00,None,284,60,0,158,5,5,305.71,0,0,20,Clouds,few clouds,5441
2013-08-12 18:00:00,None,108,60,3,227,5,5,290.74,0,0,75,Clouds,broken clouds,5471
2013-08-12 19:00:00,None,34,60,7,170,3,3,278.26,0,0,90,Clouds,overcast clouds,5477
2013-08-12 20:00:00,None,82,60,6,312,6,6,270.4,0,0,90,Mist,mist,5496
2013-08-12 21:00:00,None,44,60,3,250,4,4,302.53,0,0,20,Clouds,few clouds,5515
2013-08-12 22:00:00,None,152,60,8,320,3,3,261.58,0,0,90,Clouds,overcast clouds,5525
2013-08-12 23:00:00,None,223,60,3,103,2,2,283.83,0,0,1,Clear,sky is clear,5528
2013-08-13 0:00:00,None,214,60,5,267,3,3,272.49,0,0,90,Clouds,overcast clouds,5529
2013-08-13 1:00:00,None,226,60,8,70,7,7,266.73,0,0,1,Clear,sky is clear,5540
2013-08-13 2:00:00,None,241,60,4,316,6,6,295.51,0,0,1,Clear,sky is clear,5542
